shift,duty,report,depart,location,startbreak,startbreaklocation,breakreport,finishbreak,finishbreaklocation,finish,finishlocation,signoff,spread,work,relief
DZ1/14,014,08:52:00,09:00:00,Garage,nan,nan,nan,nan,nan,14:05:00,PSQW,14:35:00,05:43:00,05:43:00,00:00:00
DZ1/15,015,09:02:00,09:10:00,Garage,nan,nan,nan,nan,nan,13:20:00,Eden Quay,13:48:00,04:46:00,04:46:00,00:00:00
DZ1/16,016,09:09:00,09:40:00,Eden Quay,nan,nan,nan,nan,nan,14:35:00,Hawkins Street,15:03:00,05:54:00,05:54:00,00:00:00
DZ1/17,017,11:32:00,11:40:00,Garage,16:17:00,PSQW,17:15:00,17:15:00,PSQE,19:45:00,PSQE,20:15:00,08:43:00,07:45:00,00:58:00
DZ1/18,018,11:41:00,11:49:00,Garage,15:55:00,B Walk,17:30:00,17:30:00,PSQW,20:00:00,PSQW,20:30:00,08:49:00,07:14:00,01:35:00
DZ1/19,019,11:42:00,11:50:00,Garage,16:25:00,Aston Q,17:30:00,17:30:00,Hawkins Street,20:00:00,Hawkins Street,21:18:00,09:36:00,08:31:00,01:05:00
DZ1/20,020,12:04:00,12:35:00,Eden Quay,16:10:00,Eden Quay,17:50:00,17:50:00,Eden Quay,20:50:00,Garage,20:50:00,08:46:00,07:06:00,01:40:00
DZ1/21,021,12:06:00,12:14:00,Garage,17:05:00,Eden Quay,18:00:00,18:00:00,PSQW,20:30:00,PSQW,21:00:00,08:54:00,07:59:00,00:55:00
DZ1/22,022,12:07:00,12:15:00,Garage,15:50:00,Eden Quay,17:05:00,17:05:00,Eden Quay,20:30:00,Eden Quay,20:58:00,08:51:00,07:36:00,01:15:00
DZ1/23,023,12:12:00,12:45:00,PSQE,17:05:00,PSQW,18:10:00,18:10:00,Eden Quay,21:00:00,Garage,21:00:00,08:48:00,07:43:00,01:05:00
DZ1/24,024,12:14:00,12:45:00,Aston Q,17:15:00,Aston Q,18:30:00,18:30:00,Hawkins Street,21:35:00,Hawkins Street,22:03:00,09:49:00,08:34:00,01:15:00
DZ1/25,025,12:32:00,13:05:00,PSQW,18:00:00,PSQW,19:35:00,19:35:00,Eden Quay,21:10:00,Garage,21:10:00,08:38:00,07:03:00,01:35:00
DZ1/26,026,13:12:00,13:15:00,Garage,18:10:00,Eden Quay,19:10:00,19:10:00,Aston Q,21:40:00,B Walk,22:08:00,08:56:00,07:56:00,01:00:00
DZ1/27,027,13:29:00,14:00:00,Aston Q,16:55:00,B Walk,17:55:00,17:55:00,Hawkins Street,21:05:00,Hawkins Street,21:33:00,08:04:00,07:04:00,01:00:00
DZ1/28,028,13:32:00,14:05:00,PSQW,17:15:00,PSQE,18:35:00,18:35:00,Eden Quay,21:40:00,Eden Quay,22:08:00,08:36:00,07:16:00,01:20:00
DZ1/29,029,14:32:00,15:05:00,PSQW,17:30:00,PSQW,19:10:00,19:10:00,B Walk,00:15:00,Garage,00:15:00,09:43:00,08:03:00,01:40:00
DZ1/30,030,14:34:00,15:05:00,Hawkins Street,18:30:00,Hawkins Street,19:40:00,19:40:00,Aston Q,00:28:00,Garage,00:28:00,09:54:00,08:44:00,01:10:00
DZ1/31,031,14:39:00,15:10:00,Eden Quay,18:35:00,Eden Quay,19:45:00,19:45:00,PSQE,00:25:00,Garage,00:25:00,09:46:00,08:36:00,01:10:00
DZ1/32,032,14:49:00,15:20:00,Eden Quay,18:50:00,Eden Quay,20:00:00,20:00:00,PSQW,00:35:00,Garage,00:35:00,09:46:00,08:36:00,01:10:00
DZ1/33,033,14:54:00,15:25:00,B Walk,19:10:00,Aston Q,20:25:00,20:25:00,Hawkins Street,00:34:00,Garage,00:34:00,09:40:00,08:25:00,01:15:00
DZ1/34,034,14:59:00,15:30:00,Aston Q,17:45:00,Aston Q,19:30:00,19:30:00,PSQW,00:45:00,Garage,00:45:00,09:46:00,08:01:00,01:45:00
DZ1/35,035,15:14:00,15:45:00,Aston Q,20:40:00,B Walk,21:40:00,21:40:00,B Walk,00:45:00,Garage,00:45:00,09:31:00,08:31:00,01:00:00
DZ1/36,036,15:24:00,15:55:00,B Walk,19:40:00,Aston Q,20:50:00,20:50:00,Hawkins Street,01:04:00,Garage,01:04:00,09:40:00,08:30:00,01:10:00
DZ1/37,037,15:29:00,16:00:00,Hawkins Street,17:50:00,Eden Quay,19:15:00,19:15:00,PSQE,00:25:00,Garage,00:25:00,08:56:00,07:31:00,01:25:00
DZ1/38,038,15:37:00,15:45:00,Garage,19:05:00,Eden Quay,20:30:00,20:30:00,PSQW,00:15:00,Garage,00:15:00,08:38:00,07:13:00,01:25:00
DZ1/39,039,15:39:00,16:10:00,Eden Quay,19:35:00,Eden Quay,20:30:00,20:30:00,Eden Quay,00:52:00,Garage,00:52:00,09:13:00,08:18:00,00:55:00
DZ1/40,040,15:54:00,16:25:00,Aston Q,19:10:00,B Walk,20:40:00,20:40:00,Hawkins Street,00:47:00,Garage,00:47:00,08:53:00,07:23:00,01:30:00
DZ1/41,041,16:12:00,16:45:00,PSQE,19:15:00,PSQE,20:40:00,20:40:00,B Walk,00:58:00,Garage,00:58:00,08:46:00,07:21:00,01:25:00
DZ1/42,042,16:32:00,17:05:00,PSQW,19:30:00,PSQW,21:05:00,21:05:00,Hawkins Street,01:19:00,Garage,01:19:00,08:47:00,07:12:00,01:35:00
DZ1/43,043,19:57:00,20:00:00,Garage,nan,nan,nan,nan,nan,01:25:00,Garage,01:25:00,05:28:00,05:28:00,00:00:00
