shift,duty,report,depart,location,startbreak,startbreaklocation,breakreport,finishbreak,finishbreaklocation,finish,finishlocation,signoff,spread,work,relief
PZ4/20,007420,11:30:00,11:45:00,PSQW-PE(9),16:40:00,PHIBPI,17:53:00,18:05:00,PSQE-PQ(122),21:15:00,PSQE-PQ(122),21:27:00,09:57:00,08:44:00,01:13:00
PZ4/21,007421,11:35:00,11:50:00,PSQE-PQ(122),14:50:00,PSQE-PQ(122),16:00:00,16:00:00,PSQE-PQ(9),21:05:00,PSQW-PE(9),21:17:00,09:42:00,08:32:00,01:10:00
PZ4/22,007422,11:55:00,12:10:00,PSQE-PQ(122),17:05:00,PSQW-PD(122),18:40:00,18:40:00,PSQE-PQ(9),21:35:00,PHIBPI,21:35:00,09:40:00,08:05:00,01:35:00
PZ4/23,007423,12:20:00,12:35:00,PSQE-PQ(122),15:30:00,PSQE-PQ(122),17:10:00,17:10:00,PSQE-PQ(9),22:05:00,PHIBPI,22:05:00,09:45:00,08:05:00,01:40:00
PZ4/24,007424,12:27:00,12:30:00,PHIBPO(9),17:10:00,PSQE-PQ(9),18:40:00,18:40:00,PSQW-PE(9),21:25:00,PHIBPI,21:25:00,08:58:00,07:28:00,01:30:00
PZ4/25,007425,12:30:00,12:45:00,PSQW-PE(9),17:40:00,PSQE-PQ(9),18:45:00,18:45:00,PSQE-PQ(122),21:25:00,PHIBPI,21:25:00,08:55:00,07:50:00,01:05:00
PZ4/26,007426,13:27:00,13:30:00,PHIBPO,16:45:00,PSQW-PE(9),17:45:00,17:45:00,PSQE-PQ(9),22:10:00,PHIBPI,22:10:00,08:43:00,07:43:00,01:00:00
PZ4/27,007427,13:35:00,13:50:00,PSQE-PQ(122),15:40:00,PSQW-PD(122),16:45:00,16:45:00,PSQW-PE(9),21:35:00,PSQE-PQ(9),21:47:00,08:12:00,07:07:00,01:05:00
PZ4/28,007428,14:35:00,14:50:00,PSQE-PQ(122),18:05:00,PSQE-PQ(122),19:05:00,19:05:00,PSQE-PQ(122),00:00:00,PHIBPI,00:00:00,09:25:00,08:25:00,01:00:00
PZ4/29,007429,14:45:00,15:00:00,PSQW-PE(9),18:40:00,PSQW-PE(9),19:40:00,19:40:00,PSQE-PQ(9),00:20:00,PHIBPI,00:20:00,09:35:00,08:35:00,01:00:00
PZ4/30,007430,14:57:00,15:00:00,PHIBPO,17:45:00,PSQE-PQ(122),19:00:00,19:00:00,PSQE-PQ(9),00:15:00,PHIBPI,00:15:00,09:18:00,08:03:00,01:15:00
PZ4/31,007431,15:05:00,15:20:00,PSQW-PD(122),19:45:00,PSQE-PQ(122),21:05:00,21:05:00,PSQW-PE(9),00:00:00,PHIBPI,00:00:00,08:55:00,07:35:00,01:20:00
PZ4/32,007432,15:15:00,15:30:00,PSQE-PQ(122),18:45:00,PSQE-PQ(122),19:45:00,19:45:00,PSQE-PQ(122),00:15:00,PHIBPI,00:15:00,09:00:00,08:00:00,01:00:00
PZ4/33,007433,15:15:00,15:30:00,PSQW-PE(9),20:15:00,PSQE-PQ(9),21:15:00,21:15:00,PSQE-PQ(122),00:00:00,PHIBPI,00:00:00,08:45:00,07:45:00,01:00:00
PZ4/34,007434,15:15:00,15:30:00,PSQE-PQ(9),19:00:00,PSQE-PQ(9),20:15:00,20:15:00,PSQE-PQ(9),00:55:00,PHIBPI,00:55:00,09:40:00,08:25:00,01:15:00
PZ4/35,007435,15:25:00,15:40:00,PSQW-PD(122),18:50:00,PSQW-PD(122),19:55:00,19:55:00,PSQW-PE(9),00:05:00,PHIBPI,00:05:00,08:40:00,07:35:00,01:05:00
PZ4/36,007436,15:40:00,15:55:00,PSQW-PD(122),20:15:00,PSQE-PQ(122),21:35:00,21:35:00,PSQE-PQ(9),00:40:00,PHIBPI,00:40:00,09:00:00,07:40:00,01:20:00
PZ4/37,007437,15:45:00,16:00:00,PSQW-PE(9),20:35:00,PHIBPI,21:47:00,21:50:00,PHIBPO(122),00:25:00,PHIBPI,00:25:00,08:40:00,07:28:00,01:12:00
PZ4/38,007438,15:55:00,16:10:00,PSQE-PQ(9),18:10:00,PSQW-PE(9),19:25:00,19:25:00,PSQE-PQ(122),00:35:00,PHIBPI,00:35:00,08:40:00,07:25:00,01:15:00
PZ4/39,007439,16:00:00,16:15:00,PSQW-PD(122),18:55:00,PHIBPI,20:03:00,20:15:00,PSQE-PQ(122),00:45:00,PHIBPI,00:45:00,08:45:00,07:37:00,01:08:00
PZ4/40,007440,16:15:00,16:30:00,PSQW-PE(9),19:55:00,PSQW-PE(9),20:55:00,20:55:00,PSQE-PQ(9),00:10:00,PHIBPI,00:10:00,07:55:00,06:55:00,01:00:00
PZ4/1X,007451,08:40:00,08:55:00,PSQW-PE(9),12:45:00,PSQW-PE(9),16:25:00,16:25:00,PSQE-PQ(9),19:35:00,PHIBPI,19:35:00,10:55:00,07:15:00,03:40:00
PZ4/2X,007452,09:00:00,09:15:00,PSQW-PE(9),13:00:00,PSQW-PE(9),14:05:00,14:05:00,PSQW-PE(9),18:55:00,PHIBPI,18:55:00,09:55:00,08:50:00,01:05:00
PZ4/3X,007453,09:00:00,09:15:00,PSQE-PQ(9),12:40:00,PSQE-PQ(9),15:00:00,15:00:00,PSQE-PQ(9),19:55:00,PHIBPI,19:55:00,10:55:00,08:35:00,02:20:00
PZ4/4X,007454,09:20:00,09:35:00,PSQE-PQ(9),12:55:00,PSQE-PQ(9),14:35:00,14:35:00,PSQW-PD(122),19:05:00,PSQE-PQ(122),19:17:00,09:57:00,08:17:00,01:40:00
PZ4/5X,007455,09:30:00,09:45:00,PSQE-PQ(122),14:35:00,PSQW-PD(122),18:10:00,18:10:00,PSQW-PE(9),19:40:00,PSQE-PQ(9),19:52:00,10:22:00,06:47:00,03:35:00
PZ4/6X,007456,09:42:00,09:50:00,PHIBPO,13:50:00,PSQE-PQ(122),14:55:00,14:55:00,PSQW-PD(122),19:25:00,PSQE-PQ(122),19:37:00,09:55:00,08:50:00,01:05:00
PZ4/7X,007457,09:47:00,09:55:00,PHIBPO,12:35:00,PSQE-PQ(122),15:15:00,15:15:00,PSQE-PQ(9),18:40:00,PSQE-PQ(9),18:52:00,09:05:00,06:25:00,02:40:00
PZ4/8X,007458,10:47:00,10:55:00,PHIBPO,16:00:00,PSQW-PE(9),18:50:00,18:50:00,PSQW-PD(122),19:40:00,PHIBPI,19:40:00,08:53:00,06:03:00,02:50:00
