Duty,Reports,Departs,Location,Route,From,To,Arrival,Departure,Notes
305,,,Garage,Finish,,,22:17:00,,Duty 305 Finished Duty
306,15:26:00,15:29:00,Garage,SPL,,,,,
306,,,Hazelhatch,L59,Hazelhatch,Riverforest,,16:09:00,
306,,,Riverforest,L59,Riverforest,Hazelhatch,16:45:00,17:20:00,
306,,,Garage,Finish,,,18:00:00,,
306,19:22:00,19:25:00,Garage,SPL,,,,,
306,,,Riverforest,L58,Riverforest,Hazelhatch,,20:00:00,
306,,,Hazelhatch,L58,Hazelhatch,Riverforest,20:30:00,21:00:00,
306,,,Riverforest,L58,Riverforest,Hazelhatch,21:00:00,21:30:00,
306,,,Hazelhatch,L58,Hazelhatch,Riverforest,21:30:00,22:00:00,
306,,,Riverforest,L58,Riverforest,Hazelhatch,22:00:00,22:30:00,
306,,,Hazelhatch,L58,Hazelhatch,Riverforest,22:30:00,23:00:00,
306,,,Riverforest,L59,Riverforest,Hazelhatch,23:00:00,23:27:00,
306,,,Hazelhatch,L59,Hazelhatch,Riverforest,23:27:00,23:55:00,
306,,,Garage,Finish,,,00:25:00,,Duty 306 Finished Duty
307,15:37:00,15:40:00,Garage,SPL,,,,,
307,,,Riverforest,L59,Riverforest,Hazelhatch,,16:15:00,
307,,,Hazelhatch,L59,Hazelhatch,Riverforest,17:08:00,17:45:00,
307,,,Riverforest,L59,Riverforest,Hazelhatch,17:45:00,18:20:00,
307,,,Garage,Finish,,,19:00:00,,
307,20:01:00,20:04:00,Garage,SPL,,,,,
307,,,Hazelhatch,L59,Hazelhatch,Riverforest,,20:41:00,
307,,,Riverforest,L59,Riverforest,Hazelhatch,21:15:00,21:42:00,
307,,,Hazelhatch,L59,Hazelhatch,Riverforest,21:42:00,22:15:00,
307,,,Riverforest,L59,Riverforest,Hazelhatch,22:15:00,22:42:00,
307,,,Hazelhatch,L59,Hazelhatch,Riverforest,22:42:00,23:30:00,
307,,,Riverforest,L59,Riverforest,Hazelhatch,23:30:00,00:00:00,
307,,,Garage,Finish,,,00:35:00,,Duty 307 Finished Duty
308,15:47:00,15:50:00,Garage,SPL,,,,,
308,,,Hazelhatch,L58,Hazelhatch,Riverforest,,16:30:00,
308,,,Riverforest,L58,Riverforest,Hazelhatch,17:00:00,17:30:00,
308,,,Hazelhatch,L58,Hazelhatch,Riverforest,17:30:00,18:00:00,
308,,,Riverforest,L59,Riverforest,Hazelhatch,18:00:00,18:44:00,
308,,,Hazelhatch,L59,Hazelhatch,Riverforest,18:44:00,19:15:00,
308,,,Garage,Finish,,,19:50:00,,
308,21:07:00,21:10:00,Garage,SPL,,,,,
308,,,Riverforest,L59,Riverforest,Hazelhatch,,21:45:00,
308,,,Hazelhatch,L59,Hazelhatch,Riverforest,22:12:00,22:45:00,
308,,,Riverforest,L58,Riverforest,Hazelhatch,22:45:00,23:15:00,
308,,,Hazelhatch,L58,Hazelhatch,Riverforest,23:15:00,23:35:00,SPL to Garage
308,,,Garage,Finish,,,00:05:00,,Duty 308 Finished Duty
351,09:28:00,09:36:00,Garage,SPL,,,,,
351,,,Hazelhatch,L59,Hazelhatch,Riverforest,,10:16:00,
351,,,Riverforest,L59,Riverforest,Hazelhatch,10:45:00,11:30:00,
351,,,Hazelhatch,L58,Hazelhatch,Riverforest,11:30:00,12:00:00,
351,,,Riverforest,L58,Riverforest,Hazelhatch,12:00:00,12:25:00,SPL to Garage
351,,,Garage,Finish,,,13:00:00,,
351,14:27:00,14:30:00,Garage,SPL,,,,,
351,,,Hazelhatch,L59,Hazelhatch,Riverforest,,15:10:00,
351,,,Riverforest,L59,Riverforest,Hazelhatch,15:45:00,16:38:00,
351,,,Hazelhatch,L59,Hazelhatch,Riverforest,16:38:00,17:15:00,
351,,,Riverforest,L59,Riverforest,Hazelhatch,17:15:00,17:55:00,SPL to Garage
351,,,Garage,Finish,,,18:30:00,,Duty 351 Finished Duty
352,09:32:00,09:40:00,Garage,SPL,,,,,
352,,,Riverforest,L59,Riverforest,Hazelhatch,,10:15:00,
352,,,Hazelhatch,L59,Hazelhatch,Riverforest,11:10:00,11:45:00,
352,,,Riverforest,L58,Riverforest,Hazelhatch,11:45:00,12:30:00,
352,,,Hazelhatch,L58,Hazelhatch,Riverforest,12:30:00,13:00:00,
352,,,Riverforest,L58,Riverforest,Hazelhatch,13:00:00,13:30:00,SPL to Garage
352,,,Garage,Finish,,,14:05:00,,
352,17:29:00,17:32:00,Garage,SPL,,,,,
352,,,Hazelhatch,L59,Hazelhatch,Riverforest,,18:12:00,
352,,,Riverforest,L59,Riverforest,Hazelhatch,18:45:00,19:15:00,SPL to Garage
352,,,Garage,Finish,,,19:50:00,,Duty 352 Finished Duty
353,11:27:00,11:35:00,Garage,SPL,,,,,
353,,,Hazelhatch,L59,Hazelhatch,Riverforest,,12:10:00,
353,,,Riverforest,L59,Riverforest,Hazelhatch,12:45:00,13:39:00,
353,,,Hazelhatch,L59,Hazelhatch,Riverforest,13:39:00,14:15:00,
353,,,Riverforest,L59,Riverforest,Hazelhatch,14:15:00,14:45:00,SPL to Garage
353,,,Garage,Finish,,,15:20:00,,
353,16:55:00,16:58:00,Garage,SPL,,,,,
353,,,Hazelhatch,L59,Hazelhatch,Riverforest,,17:38:00,
353,,,Riverforest,L59,Riverforest,Hazelhatch,18:15:00,19:11:00,
353,,,Hazelhatch,L59,Hazelhatch,Riverforest,19:11:00,19:40:00,SPL to Garage
353,,,Garage,Finish,,,20:15:00,,Duty 353 Finished Duty
